Rank,IRM,IBUId,Name,Nat,Shootings,ShootingTotal,WC,NC,BibColor,PursuitStartDistance,ResultOrder_shooting,ResultOrder_range,ResultOrder_ski,RaceId,EventId,EventName,RaceDate,Season,Genre,TotalTime_seconds,Behind_seconds,TotalTime_shooting_seconds,Behind_shooting_seconds,TotalTime_range_seconds,Behind_range_seconds,TotalTime_ski_seconds,Behind_ski_seconds,prone_shooting1,prone_shooting2,standing_shooting1,standing_shooting2,prone_shooting,standing_shooting,accuracy_prone_shooting1,accuracy_prone_shooting2,accuracy_standing_shooting1,accuracy_standing_shooting2,accuracy_prone,accuracy_standing,accuracy_total,race_name,compet_name
21.0,,BTITA20402199501,VITTOZZI Lisa,ITA,1+0+1+0,2.0,20.0,120.0,,0,14.0,10,27,BT1718SWRLCP01SWIN,BT1718SWRLCP01,Oestersund,2017-11-29,1718,Female,2714.5,137.1,116.9,20.4,208.7,21.8,2385.7,151.1,1.0,1.0,0.0,0.0,2.0,0.0,80.0,80.0,100.0,100.0,80.0,100.0,90.0,Individual,world_cup
22.0,,BTNOR22105199001,ECKHOFF Tiril,NOR,0+1+1+1,3.0,19.0,119.0,,0,99.0,94,4,BT1718SWRLCP01SWIN,BT1718SWRLCP01,Oestersund,2017-11-29,1718,Female,2721.5,144.1,169.2,72.7,256.5,69.6,2284.7,50.1,0.0,1.0,1.0,1.0,1.0,2.0,100.0,80.0,80.0,80.0,90.0,80.0,85.0,Individual,world_cup
23.0,,BTGER22010198801,HERRMANN-WICK Denise,GER,0+2+1+1,4.0,18.0,118.0,,0,94.0,85,1,BT1718SWRLCP01SWIN,BT1718SWRLCP01,Oestersund,2017-11-29,1718,Female,2722.9,145.5,159.5,63.0,248.0,61.1,2234.6,0.0,0.0,1.0,2.0,1.0,1.0,3.0,100.0,80.0,60.0,80.0,90.0,70.0,80.0,Individual,world_cup
24.0,,BTFRA21505198701,BESCOND Anais,FRA,1+0+1+1,3.0,17.0,117.0,,0,33.0,21,8,BT1718SWRLCP01SWIN,BT1718SWRLCP01,Oestersund,2017-11-29,1718,Female,2724.1,146.7,126.9,30.4,215.2,28.3,2328.6,94.0,1.0,1.0,0.0,1.0,2.0,1.0,80.0,80.0,100.0,80.0,80.0,90.0,85.0,Individual,world_cup
25.0,,BTSWE20211199501,OEBERG Hanna,SWE,1+1+1+0,3.0,16.0,116.0,,0,20.0,9,12,BT1718SWRLCP01SWIN,BT1718SWRLCP01,Oestersund,2017-11-29,1718,Female,2727.9,150.5,118.3,21.8,208.3,21.4,2339.4,104.8,1.0,1.0,1.0,0.0,2.0,1.0,80.0,80.0,80.0,100.0,80.0,90.0,85.0,Individual,world_cup
26.0,,BTFRA20508199101,AYMONIER Celia,FRA,1+0+0+2,3.0,15.0,115.0,,0,100.0,100,6,BT1718SWRLCP01SWIN,BT1718SWRLCP01,Oestersund,2017-11-29,1718,Female,2734.7,157.3,171.2,74.7,263.6,76.7,2290.7,56.1,1.0,0.0,0.0,2.0,1.0,2.0,80.0,100.0,100.0,60.0,90.0,80.0,85.0,Individual,world_cup
27.0,,BTRUS20505199401,SLIVKO Victoria,RUS,0+1+0+0,1.0,14.0,114.0,,0,90.0,76,50,BT1718SWRLCP01SWIN,BT1718SWRLCP01,Oestersund,2017-11-29,1718,Female,2745.0,167.6,155.2,58.7,241.3,54.4,2443.5,208.9,0.0,0.0,1.0,0.0,0.0,1.0,100.0,100.0,80.0,100.0,100.0,90.0,95.0,Individual,world_cup
28.0,,BTUKR20407199201,PETRENKO Iryna,UKR,0+0+0+0,0.0,13.0,113.0,,0,16.0,14,81,BT1718SWRLCP01SWIN,BT1718SWRLCP01,Oestersund,2017-11-29,1718,Female,2747.8,170.4,117.2,20.7,211.6,24.7,2535.9,301.3,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,Individual,world_cup
29.0,,BTLAT22706199101,BENDIKA Baiba,LAT,0+0+0+1,1.0,12.0,112.0,,0,999.0,63,57,BT1718SWRLCP01SWIN,BT1718SWRLCP01,Oestersund,2017-11-29,1718,Female,2751.3,173.9,135.8,39.3,235.4,48.5,2455.7,221.1,0.0,0.0,0.0,1.0,0.0,1.0,100.0,100.0,100.0,80.0,100.0,90.0,95.0,Individual,world_cup
30.0,,BTGER21103199401,PREUSS Franziska,GER,0+1+0+1,2.0,11.0,,,0,17.0,13,39,BT1718SWRLCP01SWIN,BT1718SWRLCP01,Oestersund,2017-11-29,1718,Female,2753.7,176.3,117.3,20.8,211.2,24.3,2422.3,187.7,0.0,0.0,1.0,1.0,0.0,2.0,100.0,100.0,80.0,80.0,100.0,80.0,90.0,Individual,world_cup
31.0,,BTGBR23001198701,LIGHTFOOT Amanda,GBR,0+0+0+1,1.0,10.0,110.0,,0,56.0,42,64,BT1718SWRLCP01SWIN,BT1718SWRLCP01,Oestersund,2017-11-29,1718,Female,2755.6,178.2,136.8,40.3,225.0,38.1,2470.2,235.6,0.0,0.0,0.0,1.0,0.0,1.0,100.0,100.0,100.0,80.0,100.0,90.0,95.0,Individual,world_cup
31.0,,BTNOR22309199601,TANDREVOLD Ingrid Landmark,NOR,0+0+1+1,2.0,10.0,,,0,46.0,61,32,BT1718SWRLCP01SWIN,BT1718SWRLCP01,Oestersund,2017-11-29,1718,Female,2755.6,178.2,132.9,36.4,235.1,48.2,2400.2,165.6,0.0,1.0,0.0,1.0,1.0,1.0,100.0,80.0,100.0,80.0,90.0,90.0,90.0,Individual,world_cup
33.0,,BTRUS22302198502,YURLOVA-PERCHT Ekaterina,RUS,0+1+0+1,2.0,8.0,108.0,,0,35.0,36,37,BT1718SWRLCP01SWIN,BT1718SWRLCP01,Oestersund,2017-11-29,1718,Female,2758.4,181.0,127.1,30.6,220.8,33.9,2417.4,182.8,0.0,0.0,1.0,1.0,0.0,2.0,100.0,100.0,80.0,80.0,100.0,80.0,90.0,Individual,world_cup
34.0,,BTKAZ21309198701,POLTORANINA Olga,KAZ,0+0+1+0,1.0,7.0,107.0,,0,85.0,71,62,BT1718SWRLCP01SWIN,BT1718SWRLCP01,Oestersund,2017-11-29,1718,Female,2766.5,189.1,149.8,53.3,239.5,52.6,2466.7,232.1,0.0,1.0,0.0,0.0,1.0,0.0,100.0,80.0,100.0,100.0,90.0,100.0,95.0,Individual,world_cup
35.0,,BTGER22410198902,HAMMERSCHMIDT Maren,GER,0+2+0+1,3.0,6.0,,,0,39.0,38,19,BT1718SWRLCP01SWIN,BT1718SWRLCP01,Oestersund,2017-11-29,1718,Female,2768.6,191.2,128.9,32.4,221.3,34.4,2367.2,132.6,0.0,0.0,2.0,1.0,0.0,3.0,100.0,100.0,60.0,80.0,100.0,70.0,85.0,Individual,world_cup
36.0,,BTBLR20603198801,YURKEVICH Darya,BLR,0+0+0+0,0.0,5.0,105.0,,0,93.0,92,79,BT1718SWRLCP01SWIN,BT1718SWRLCP01,Oestersund,2017-11-29,1718,Female,2781.5,204.1,159.3,62.8,253.9,67.0,2527.5,292.9,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,Individual,world_cup
37.0,,BTUKR21401199501,MERKUSHYNA Anastasiya,UKR,0+1+0+1,2.0,4.0,,,0,6.0,11,54,BT1718SWRLCP01SWIN,BT1718SWRLCP01,Oestersund,2017-11-29,1718,Female,2781.6,204.2,108.0,11.5,208.9,22.0,2452.6,218.0,0.0,0.0,1.0,1.0,0.0,2.0,100.0,100.0,80.0,80.0,100.0,80.0,90.0,Individual,world_cup
38.0,,BTBLR23007199101,LESHCHANKA Iryna,BLR,1+1+1+0,3.0,3.0,,,0,36.0,47,23,BT1718SWRLCP01SWIN,BT1718SWRLCP01,Oestersund,2017-11-29,1718,Female,2782.7,205.3,128.3,31.8,228.1,41.2,2374.4,139.8,1.0,1.0,1.0,0.0,2.0,1.0,80.0,80.0,80.0,100.0,80.0,90.0,85.0,Individual,world_cup
39.0,,BTCAN22305198801,CRAWFORD Rosanna,CAN,0+0+1+2,3.0,2.0,102.0,,0,27.0,17,31,BT1718SWRLCP01SWIN,BT1718SWRLCP01,Oestersund,2017-11-29,1718,Female,2790.0,212.6,122.6,26.1,214.1,27.2,2395.7,161.1,0.0,1.0,0.0,2.0,1.0,2.0,100.0,80.0,100.0,60.0,90.0,80.0,85.0,Individual,world_cup
40.0,,BTUKR21801198602,SEMERENKO Vita,UKR,1+1+1+0,3.0,1.0,,,0,64.0,54,25,BT1718SWRLCP01SWIN,BT1718SWRLCP01,Oestersund,2017-11-29,1718,Female,2794.2,216.8,138.6,42.1,231.1,44.2,2383.0,148.4,1.0,1.0,1.0,0.0,2.0,1.0,80.0,80.0,80.0,100.0,80.0,90.0,85.0,Individual,world_cup
41.0,,BTFRA21202199301,CHEVALIER-BOUCHET Anais,FRA,0+1+0+1,2.0,,,,0,91.0,88,43,BT1718SWRLCP01SWIN,BT1718SWRLCP01,Oestersund,2017-11-29,1718,Female,2794.4,217.0,155.9,59.4,248.7,61.8,2425.5,190.9,0.0,0.0,1.0,1.0,0.0,2.0,100.0,100.0,80.0,80.0,100.0,80.0,90.0,Individual,world_cup
42.0,,BTAUT20301199401,ZDOUC Dunja,AUT,0+0+0+0,0.0,,99.0,,0,18.0,30,90,BT1718SWRLCP01SWIN,BT1718SWRLCP01,Oestersund,2017-11-29,1718,Female,2798.6,221.2,117.4,20.9,219.0,32.1,2579.4,344.8,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,Individual,world_cup
43.0,,BTSWE21811199302,NILSSON Emma,SWE,0+0+0+2,2.0,,,,0,65.0,56,52,BT1718SWRLCP01SWIN,BT1718SWRLCP01,Oestersund,2017-11-29,1718,Female,2800.9,223.5,140.8,44.3,233.0,46.1,2447.8,213.2,0.0,0.0,0.0,2.0,0.0,2.0,100.0,100.0,100.0,60.0,100.0,80.0,90.0,Individual,world_cup
44.0,,BTPOL20707198601,NOWAKOWSKA Weronika,POL,0+3+0+0,3.0,,97.0,,0,95.0,91,22,BT1718SWRLCP01SWIN,BT1718SWRLCP01,Oestersund,2017-11-29,1718,Female,2804.7,227.3,160.8,64.3,250.3,63.4,2374.2,139.6,0.0,0.0,3.0,0.0,0.0,3.0,100.0,100.0,40.0,100.0,100.0,70.0,85.0,Individual,world_cup
45.0,,BTEST22706199301,TALIHAERM Johanna,EST,0+1+1+0,2.0,,96.0,,0,76.0,72,56,BT1718SWRLCP01SWIN,BT1718SWRLCP01,Oestersund,2017-11-29,1718,Female,2815.3,237.9,145.6,49.1,239.9,53.0,2455.2,220.6,0.0,1.0,1.0,0.0,1.0,1.0,100.0,80.0,80.0,100.0,90.0,90.0,90.0,Individual,world_cup
46.0,,BTGER22403199201,HINZ Vanessa,GER,0+2+1+0,3.0,,,,0,69.0,58,33,BT1718SWRLCP01SWIN,BT1718SWRLCP01,Oestersund,2017-11-29,1718,Female,2816.7,239.3,142.3,45.8,234.2,47.3,2402.2,167.6,0.0,1.0,2.0,0.0,1.0,2.0,100.0,80.0,60.0,100.0,90.0,80.0,85.0,Individual,world_cup
47.0,,BTNOR22311199001,NICOLAISEN Kaia Woeien,NOR,1+0+0+1,2.0,,,,0,999.0,53,61,BT1718SWRLCP01SWIN,BT1718SWRLCP01,Oestersund,2017-11-29,1718,Female,2817.5,240.1,137.6,41.1,230.9,44.0,2466.5,231.9,1.0,0.0,0.0,1.0,1.0,1.0,80.0,100.0,100.0,80.0,90.0,90.0,90.0,Individual,world_cup
48.0,,BTRUS22401198901,VIROLAINEN Daria,RUS,0+3+0+0,3.0,,93.0,,0,29.0,15,44,BT1718SWRLCP01SWIN,BT1718SWRLCP01,Oestersund,2017-11-29,1718,Female,2819.2,241.8,123.2,26.7,212.1,25.2,2427.1,192.5,0.0,0.0,3.0,0.0,0.0,3.0,100.0,100.0,40.0,100.0,100.0,70.0,85.0,Individual,world_cup
49.0,,BTSVK22211199401,FIALKOVA Ivona,SVK,0+1+0+3,4.0,,92.0,,0,44.0,41,17,BT1718SWRLCP01SWIN,BT1718SWRLCP01,Oestersund,2017-11-29,1718,Female,2821.2,243.8,132.2,35.7,224.7,37.8,2356.3,121.7,0.0,0.0,1.0,3.0,0.0,4.0,100.0,100.0,80.0,40.0,100.0,60.0,80.0,Individual,world_cup
50.0,,BTRUS22610199002,AVVAKUMOVA Ekaterina,KOR,2+0+1+0,3.0,,91.0,,0,45.0,50,35,BT1718SWRLCP01SWIN,BT1718SWRLCP01,Oestersund,2017-11-29,1718,Female,2823.9,246.5,132.5,36.0,228.6,41.7,2415.2,180.6,2.0,1.0,0.0,0.0,3.0,0.0,60.0,80.0,100.0,100.0,70.0,100.0,85.0,Individual,world_cup
51.0,,BTSUI20107199501,HAECKI-GROSS Lena,SUI,1+1+0+2,4.0,,90.0,,0,5.0,6,24,BT1718SWRLCP01SWIN,BT1718SWRLCP01,Oestersund,2017-11-29,1718,Female,2825.3,247.9,106.8,10.3,202.1,15.2,2382.9,148.3,1.0,0.0,1.0,2.0,1.0,3.0,80.0,100.0,80.0,60.0,90.0,70.0,80.0,Individual,world_cup
52.0,,BTITA20304199001,WIERER Dorothea,ITA,2+1+1+1,5.0,,89.0,,0,9.0,2,9,BT1718SWRLCP01SWIN,BT1718SWRLCP01,Oestersund,2017-11-29,1718,Female,2827.3,249.9,113.1,16.6,193.6,6.7,2333.6,99.0,2.0,1.0,1.0,1.0,3.0,2.0,60.0,80.0,80.0,80.0,70.0,80.0,75.0,Individual,world_cup
53.0,,BTUSA22502198301,DUNKLEE Susan,USA,1+0+1+2,4.0,,88.0,,0,3.0,5,30,BT1718SWRLCP01SWIN,BT1718SWRLCP01,Oestersund,2017-11-29,1718,Female,2830.1,252.7,101.7,5.2,196.9,10.0,2393.0,158.4,1.0,1.0,0.0,2.0,2.0,2.0,80.0,80.0,100.0,60.0,80.0,80.0,80.0,Individual,world_cup
54.0,,BTSWE23103199501,MAGNUSSON Anna,SWE,2+0+1+0,3.0,,,,0,67.0,65,39,BT1718SWRLCP01SWIN,BT1718SWRLCP01,Oestersund,2017-11-29,1718,Female,2838.4,261.0,141.4,44.9,236.1,49.2,2422.3,187.7,2.0,1.0,0.0,0.0,3.0,0.0,60.0,80.0,100.0,100.0,70.0,100.0,85.0,Individual,world_cup
55.0,,BTFRA21906198601,DORIN HABERT Marie,FRA,2+2+0+0,4.0,,,,0,62.0,47,20,BT1718SWRLCP01SWIN,BT1718SWRLCP01,Oestersund,2017-11-29,1718,Female,2839.9,262.5,138.2,41.7,228.1,41.2,2371.6,137.0,2.0,0.0,2.0,0.0,2.0,2.0,60.0,100.0,60.0,100.0,80.0,80.0,80.0,Individual,world_cup
56.0,,BTPOL20408197901,GWIZDON Magdalena,POL,1+0+0+2,3.0,,85.0,,0,40.0,44,48,BT1718SWRLCP01SWIN,BT1718SWRLCP01,Oestersund,2017-11-29,1718,Female,2840.4,263.0,130.5,34.0,226.8,39.9,2433.5,198.9,1.0,0.0,0.0,2.0,1.0,2.0,80.0,100.0,100.0,60.0,90.0,80.0,85.0,Individual,world_cup
57.0,,BTSLO21005199701,POJE Urska,SLO,0+0+0+1,1.0,,84.0,,0,4.0,3,91,BT1718SWRLCP01SWIN,BT1718SWRLCP01,Oestersund,2017-11-29,1718,Female,2843.7,266.3,104.7,8.2,195.7,8.8,2587.8,353.2,0.0,0.0,0.0,1.0,0.0,1.0,100.0,100.0,100.0,80.0,100.0,90.0,95.0,Individual,world_cup
58.0,,BTUKR20901198701,BILOSIUK Olena,UKR,0+1+1+1,3.0,,,,0,70.0,57,46,BT1718SWRLCP01SWIN,BT1718SWRLCP01,Oestersund,2017-11-29,1718,Female,2843.9,266.5,143.0,46.5,233.6,46.7,2430.1,195.5,0.0,1.0,1.0,1.0,1.0,2.0,100.0,80.0,80.0,80.0,90.0,80.0,85.0,Individual,world_cup
59.0,,BTJPN22505199001,MAEDA Sari,JPN,1+1+0+2,4.0,,82.0,,0,66.0,67,21,BT1718SWRLCP01SWIN,BT1718SWRLCP01,Oestersund,2017-11-29,1718,Female,2851.2,273.8,140.9,44.4,237.5,50.6,2373.4,138.8,1.0,0.0,1.0,2.0,1.0,3.0,80.0,100.0,80.0,60.0,90.0,70.0,80.0,Individual,world_cup
60.0,,BTAUT22912199301,RIEDER Christina,AUT,1+0+0+0,1.0,,81.0,,0,48.0,65,87,BT1718SWRLCP01SWIN,BT1718SWRLCP01,Oestersund,2017-11-29,1718,Female,2856.2,278.8,133.5,37.0,236.1,49.2,2560.1,325.5,1.0,0.0,0.0,0.0,1.0,0.0,80.0,100.0,100.0,100.0,90.0,100.0,95.0,Individual,world_cup
61.0,,BTCZE22807199401,JISLOVA Jessica,CZE,0+0+1+1,2.0,,80.0,,0,15.0,26,78,BT1718SWRLCP01SWIN,BT1718SWRLCP01,Oestersund,2017-11-29,1718,Female,2862.2,284.8,117.0,20.5,217.7,30.8,2524.3,289.7,0.0,1.0,0.0,1.0,1.0,1.0,100.0,80.0,100.0,80.0,90.0,90.0,90.0,Individual,world_cup
62.0,,BTCZE22112198901,JOHANIDESOVA Lea,CZE,0+0+0+0,0.0,,,,0,999.0,60,96,BT1718SWRLCP01SWIN,BT1718SWRLCP01,Oestersund,2017-11-29,1718,Female,2878.1,300.7,135.8,39.3,234.8,47.9,2643.0,408.4,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,Individual,world_cup
63.0,,BTPOL22708199101,HOJNISZ-STAREGA Monika,POL,0+2+0+1,3.0,,78.0,,0,999.0,81,55,BT1718SWRLCP01SWIN,BT1718SWRLCP01,Oestersund,2017-11-29,1718,Female,2879.6,302.2,149.4,52.9,245.1,58.2,2454.3,219.7,0.0,0.0,2.0,1.0,0.0,3.0,100.0,100.0,60.0,80.0,100.0,70.0,85.0,Individual,world_cup
64.0,,BTSUI22310199101,CADURISCH Irene,SUI,2+0+1+0,3.0,,77.0,,0,1.0,1,75,BT1718SWRLCP01SWIN,BT1718SWRLCP01,Oestersund,2017-11-29,1718,Female,2885.3,307.9,96.5,0.0,186.9,0.0,2518.2,283.6,2.0,1.0,0.0,0.0,3.0,0.0,60.0,80.0,100.0,100.0,70.0,100.0,85.0,Individual,world_cup
65.0,,BTKOR20208198801,MUN Jihee,KOR,0+0+0+3,3.0,,76.0,,0,22.0,33,72,BT1718SWRLCP01SWIN,BT1718SWRLCP01,Oestersund,2017-11-29,1718,Female,2900.9,323.5,118.7,22.2,219.5,32.6,2501.1,266.5,0.0,0.0,0.0,3.0,0.0,3.0,100.0,100.0,100.0,40.0,100.0,70.0,85.0,Individual,world_cup
