Rank,IRM,IBUId,Name,Nat,Shootings,ShootingTotal,WC,NC,BibColor,PursuitStartDistance,ResultOrder_shooting,ResultOrder_range,ResultOrder_ski,RaceId,EventId,EventName,RaceDate,Season,Genre,TotalTime_seconds,Behind_seconds,TotalTime_shooting_seconds,Behind_shooting_seconds,TotalTime_range_seconds,Behind_range_seconds,TotalTime_ski_seconds,Behind_ski_seconds,prone_shooting1,prone_shooting2,standing_shooting1,standing_shooting2,prone_shooting,standing_shooting,accuracy_prone_shooting1,accuracy_prone_shooting2,accuracy_standing_shooting1,accuracy_standing_shooting2,accuracy_prone,accuracy_standing,accuracy_total,race_name,compet_name
11.0,,BTCZE12301199101,KRCMAR Michal,CZE,1+0+0+0,1.0,30.0,130.0,,0,47.0,63.0,31.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3083.3,146.3,119.9,23.5,210.4,26.6,2779.2,127.8,1.0,0.0,0.0,0.0,1.0,0.0,80.0,100.0,100.0,100.0,90.0,100.0,95.0,Individual,world_cup
12.0,,BTNOR12907198801,BOE Tarjei,NOR,0+1+0+2,3.0,29.0,129.0,,0,62.0,28.0,4.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3089.7,152.7,123.3,26.9,198.2,14.4,2677.8,26.4,0.0,0.0,1.0,2.0,0.0,3.0,100.0,100.0,80.0,60.0,100.0,70.0,85.0,Individual,world_cup
13.0,,BTNOR13007199001,BJOENTEGAARD Erlend,NOR,1+0+1+0,2.0,28.0,,,0,68.0,57.0,14.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3099.9,162.9,125.7,29.3,209.4,25.6,2736.4,85.0,1.0,1.0,0.0,0.0,2.0,0.0,80.0,80.0,100.0,100.0,80.0,100.0,90.0,Individual,world_cup
14.0,,BTFIN10806199801,HARJULA Tuomas,FIN,0+1+0+0,1.0,27.0,127.0,,0,39.0,44.0,37.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3104.1,167.1,118.0,21.6,203.8,20.0,2805.5,154.1,0.0,0.0,1.0,0.0,0.0,1.0,100.0,100.0,80.0,100.0,100.0,90.0,95.0,Individual,world_cup
15.0,,BTFRA10312199101,DESTHIEUX Simon,FRA,1+1+0+0,2.0,26.0,,,0,44.0,31.0,23.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3108.6,171.6,119.1,22.7,199.3,15.5,2754.0,102.6,1.0,0.0,1.0,0.0,1.0,1.0,80.0,100.0,80.0,100.0,90.0,90.0,90.0,Individual,world_cup
16.0,,BTLTU12811199201,STROLIA Vytautas,LTU,1+0+0+0,1.0,25.0,125.0,,0,999.0,53.0,39.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3113.3,176.3,121.8,25.4,208.1,24.3,2809.4,158.0,1.0,0.0,0.0,0.0,1.0,0.0,80.0,100.0,100.0,100.0,90.0,100.0,95.0,Individual,world_cup
17.0,,BTGER11803198701,PEIFFER Arnd,GER,0+1+1+0,2.0,24.0,124.0,,0,60.0,33.0,24.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3113.9,176.9,122.6,26.2,201.1,17.3,2757.9,106.5,0.0,1.0,1.0,0.0,1.0,1.0,100.0,80.0,80.0,100.0,90.0,90.0,90.0,Individual,world_cup
18.0,,BTCAN12803199301,GOW Christian,CAN,0+0+0+0,0.0,23.0,123.0,,0,41.0,34.0,61.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3114.0,177.0,118.4,22.0,201.2,17.4,2878.2,226.8,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,Individual,world_cup
19.0,,BTBLR11612199601,SMOLSKI Anton,BLR,1+0+2+0,3.0,22.0,122.0,,0,38.0,78.0,5.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3121.0,184.0,117.3,20.9,216.0,32.2,2691.0,39.6,1.0,2.0,0.0,0.0,3.0,0.0,80.0,60.0,100.0,100.0,70.0,100.0,85.0,Individual,world_cup
20.0,,BTITA13009198901,HOFER Lukas,ITA,0+1+1+1,3.0,21.0,121.0,,0,17.0,8.0,13.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3128.1,191.1,110.5,14.1,188.9,5.1,2726.1,74.7,0.0,1.0,1.0,1.0,1.0,2.0,100.0,80.0,80.0,80.0,90.0,80.0,85.0,Individual,world_cup
21.0,,BTAUT12302198301,EDER Simon,AUT,0+1+0+0,1.0,20.0,120.0,,0,15.0,21.0,44.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3132.7,195.7,109.2,12.8,194.8,11.0,2842.0,190.6,0.0,0.0,1.0,0.0,0.0,1.0,100.0,100.0,80.0,100.0,100.0,90.0,95.0,Individual,world_cup
22.0,,BTNOR12305199701,DALE-SKJEVDAL Johannes,NOR,1+0+0+1,2.0,19.0,,,0,93.0,95.0,17.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3133.4,196.4,148.5,52.1,236.9,53.1,2739.5,88.1,1.0,0.0,0.0,1.0,1.0,1.0,80.0,100.0,100.0,80.0,90.0,90.0,90.0,Individual,world_cup
23.0,,BTRUS12802198801,BOCHARNIKOV Sergey,BLR,1+1+0+1,3.0,18.0,118.0,,0,11.0,11.0,16.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3142.9,205.9,104.8,8.4,189.5,5.7,2737.0,85.6,1.0,0.0,1.0,1.0,1.0,2.0,80.0,100.0,80.0,80.0,90.0,80.0,85.0,Individual,world_cup
24.0,,BTUSA11705198901,NORDGREN Leif,USA,1+0+0+0,1.0,17.0,117.0,,0,32.0,47.0,48.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3153.4,216.4,116.3,19.9,205.4,21.6,2851.9,200.5,1.0,0.0,0.0,0.0,1.0,0.0,80.0,100.0,100.0,100.0,90.0,100.0,95.0,Individual,world_cup
25.0,,BTRUS13103199301,ELISEEV Matvei,RUS,1+0+0+0,1.0,16.0,116.0,,0,10.0,3.0,58.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3157.2,220.2,103.0,6.6,186.7,2.9,2873.4,222.0,1.0,0.0,0.0,0.0,1.0,0.0,80.0,100.0,100.0,100.0,90.0,100.0,95.0,Individual,world_cup
26.0,,BTUKR13004198701,PRYMA Artem,UKR,2+0+0+0,2.0,15.0,115.0,,0,29.0,31.0,38.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3160.4,223.4,115.0,18.6,199.3,15.5,2806.3,154.9,2.0,0.0,0.0,0.0,2.0,0.0,60.0,100.0,100.0,100.0,80.0,100.0,90.0,Individual,world_cup
27.0,,BTGER10103199301,REES Roman,GER,0+0+1+1,2.0,14.0,114.0,,0,45.0,38.0,40.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3172.5,235.5,119.3,22.9,202.0,18.2,2813.3,161.9,0.0,1.0,0.0,1.0,1.0,1.0,100.0,80.0,100.0,80.0,90.0,90.0,90.0,Individual,world_cup
28.0,,BTGER12403199001,DOLL Benedikt,GER,0+0+2+1,3.0,13.0,,,0,999.0,20.0,25.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3174.3,237.3,114.6,18.2,194.7,10.9,2764.7,113.3,0.0,2.0,0.0,1.0,2.0,1.0,100.0,60.0,100.0,80.0,80.0,90.0,85.0,Individual,world_cup
29.0,,BTAUT11012199101,KOMATZ David,AUT,0+0+1+0,1.0,12.0,112.0,,0,999.0,82.0,54.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3178.3,241.3,136.4,40.0,219.5,35.7,2864.1,212.7,0.0,1.0,0.0,0.0,1.0,0.0,100.0,80.0,100.0,100.0,90.0,100.0,95.0,Individual,world_cup
30.0,,BTAUT13012199101,LEMMERER Harald,AUT,1+0+0+0,1.0,11.0,111.0,,0,75.0,80.0,56.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3181.6,244.6,129.2,32.8,217.1,33.3,2870.0,218.6,1.0,0.0,0.0,0.0,1.0,0.0,80.0,100.0,100.0,100.0,90.0,100.0,95.0,Individual,world_cup
31.0,,BTSWE10310199201,NELIN Jesper,SWE,1+1+0+2,4.0,10.0,110.0,,0,43.0,50.0,6.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3182.4,245.4,118.8,22.4,207.3,23.5,2701.7,50.3,1.0,0.0,1.0,2.0,1.0,3.0,80.0,100.0,80.0,60.0,90.0,70.0,80.0,Individual,world_cup
32.0,,BTSUI10510198901,WEGER Benjamin,SUI,0+0+1+1,2.0,9.0,109.0,,0,55.0,62.0,41.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3185.7,248.7,121.9,25.5,209.9,26.1,2819.5,168.1,0.0,1.0,0.0,1.0,1.0,1.0,100.0,80.0,100.0,80.0,90.0,90.0,90.0,Individual,world_cup
33.0,,BTFRA11111199101,CLAUDE Florent,BEL,0+0+1+1,2.0,8.0,108.0,,0,91.0,89.0,36.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3186.5,249.5,142.4,46.0,229.3,45.5,2804.1,152.7,0.0,1.0,0.0,1.0,1.0,1.0,100.0,80.0,100.0,80.0,90.0,90.0,90.0,Individual,world_cup
34.0,,BTAUT10911198601,EBERHARD Julian,AUT,2+0+1+0,3.0,7.0,,,0,999.0,27.0,27.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3188.3,251.3,114.6,18.2,198.0,14.2,2774.7,123.3,2.0,1.0,0.0,0.0,3.0,0.0,60.0,80.0,100.0,100.0,70.0,100.0,85.0,Individual,world_cup
35.0,,BTLTU10806199101,DOMBROVSKI Karol,LTU,1+0+0+0,1.0,6.0,106.0,,0,71.0,71.0,63.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3192.1,255.1,127.4,31.0,214.4,30.6,2882.9,231.5,1.0,0.0,0.0,0.0,1.0,0.0,80.0,100.0,100.0,100.0,90.0,100.0,95.0,Individual,world_cup
36.0,,BTRUS11001199101,PASHCHENKO Petr,RUS,0+0+0+1,1.0,5.0,105.0,,0,72.0,67.0,64.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3193.5,256.5,128.3,31.9,212.1,28.3,2883.6,232.2,0.0,0.0,0.0,1.0,0.0,1.0,100.0,100.0,100.0,80.0,100.0,90.0,95.0,Individual,world_cup
37.0,,BTNOR11205199201,CHRISTIANSEN Vetle Sjaastad,NOR,0+1+1+2,4.0,4.0,,,0,49.0,56.0,11.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3198.9,261.9,120.6,24.2,208.6,24.8,2716.3,64.9,0.0,1.0,1.0,2.0,1.0,3.0,100.0,80.0,80.0,60.0,90.0,70.0,80.0,Individual,world_cup
38.0,,BTUSA10806199501,DOHERTY Sean,USA,0+0+2+0,2.0,3.0,103.0,,0,999.0,35.0,47.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3205.1,268.1,115.7,19.3,201.5,17.7,2848.7,197.3,0.0,2.0,0.0,0.0,2.0,0.0,100.0,60.0,100.0,100.0,80.0,100.0,90.0,Individual,world_cup
39.0,,BTGER11911199101,KUEHN Johannes,GER,1+1+0+1,3.0,2.0,,,0,74.0,77.0,32.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3211.6,274.6,128.7,32.3,215.9,32.1,2780.1,128.7,1.0,0.0,1.0,1.0,1.0,2.0,80.0,100.0,80.0,80.0,90.0,80.0,85.0,Individual,world_cup
40.0,,BTEST11909199201,ERMITS Kalev,EST,0+1+1+0,2.0,1.0,101.0,,0,999.0,38.0,53.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3216.5,279.5,117.1,20.7,202.0,18.2,2859.4,208.0,0.0,1.0,1.0,0.0,1.0,1.0,100.0,80.0,80.0,100.0,90.0,90.0,90.0,Individual,world_cup
41.0,,BTITA12202200001,BIONAZ Didier,ITA,1+1+0+0,2.0,,100.0,,0,63.0,59.0,49.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3218.6,281.6,124.0,27.6,209.7,25.9,2853.2,201.8,1.0,0.0,1.0,0.0,1.0,1.0,80.0,100.0,80.0,100.0,90.0,90.0,90.0,Individual,world_cup
42.0,,BTRUS12103199401,LATYPOV Eduard,RUS,1+0+1+2,4.0,,,,0,33.0,23.0,20.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3220.4,283.4,116.9,20.5,196.6,12.8,2746.8,95.4,1.0,1.0,0.0,2.0,2.0,2.0,80.0,80.0,100.0,60.0,80.0,80.0,80.0,Individual,world_cup
43.0,,BTFRA11305199201,FINELLO Jeremy,SUI,0+3+0+1,4.0,,98.0,,0,56.0,48.0,19.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3225.4,288.4,122.0,25.6,205.8,22.0,2745.0,93.6,0.0,0.0,3.0,1.0,0.0,4.0,100.0,100.0,40.0,80.0,100.0,60.0,80.0,Individual,world_cup
44.0,,BTJPN11705198801,TACHIZAKI Mikito,JPN,0+1+0+1,2.0,,97.0,,0,8.0,18.0,62.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3228.9,291.9,102.5,6.1,193.7,9.9,2878.6,227.2,0.0,0.0,1.0,1.0,0.0,2.0,100.0,100.0,80.0,80.0,100.0,80.0,90.0,Individual,world_cup
44.0,,BTCZE11802199401,VACLAVIK Adam,CZE,0+1+1+1,3.0,,97.0,,0,89.0,91.0,34.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3228.9,291.9,140.0,43.6,231.0,47.2,2782.8,131.4,0.0,1.0,1.0,1.0,1.0,2.0,100.0,80.0,80.0,80.0,90.0,80.0,85.0,Individual,world_cup
46.0,,BTUKR10908199701,TSYMBAL Bogdan,UKR,0+1+0+1,2.0,,95.0,,0,999.0,52.0,55.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3233.4,296.4,121.7,25.3,207.8,24.0,2866.2,214.8,0.0,0.0,1.0,1.0,0.0,2.0,100.0,100.0,80.0,80.0,100.0,80.0,90.0,Individual,world_cup
47.0,,BTBUL11703198701,ILIEV Vladimir,BUL,2+1+0+1,4.0,,94.0,,0,64.0,58.0,22.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3235.1,298.1,124.6,28.2,209.6,25.8,2750.3,98.9,2.0,0.0,1.0,1.0,2.0,2.0,60.0,100.0,80.0,80.0,80.0,80.0,80.0,Individual,world_cup
48.0,,BTSVK12804199201,SIMA Michal,SVK,1+0+0+0,1.0,,93.0,,0,61.0,69.0,75.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3235.2,298.2,122.8,26.4,212.5,28.7,2928.2,276.8,1.0,0.0,0.0,0.0,1.0,0.0,80.0,100.0,100.0,100.0,90.0,100.0,95.0,Individual,world_cup
49.0,,BTRUS12610199201,SUCHILOV Semen,RUS,1+1+1+0,3.0,,,,0,19.0,12.0,43.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3241.6,304.6,111.4,15.0,190.1,6.3,2834.7,183.3,1.0,1.0,1.0,0.0,2.0,1.0,80.0,80.0,80.0,100.0,80.0,90.0,85.0,Individual,world_cup
50.0,,BTSWE10809199501,PONSILUOMA Martin,SWE,2+0+3+1,6.0,,91.0,,0,57.0,42.0,2.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3266.8,329.8,122.1,25.7,202.7,18.9,2671.0,19.6,2.0,3.0,0.0,1.0,5.0,1.0,60.0,40.0,100.0,80.0,50.0,90.0,70.0,Individual,world_cup
51.0,,BTEST10210199401,ZAHKNA Rene,EST,1+0+0+0,1.0,,90.0,,0,73.0,85.0,89.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3288.8,351.8,128.5,32.1,225.3,41.5,2965.8,314.4,1.0,0.0,0.0,0.0,1.0,0.0,80.0,100.0,100.0,100.0,90.0,100.0,95.0,Individual,world_cup
52.0,,BTSLO12201199401,DOVZAN Miha,SLO,2+0+0+0,2.0,,89.0,,0,2.0,1.0,88.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3294.2,357.2,96.6,0.2,183.8,0.0,2954.2,302.8,2.0,0.0,0.0,0.0,2.0,0.0,60.0,100.0,100.0,100.0,80.0,100.0,90.0,Individual,world_cup
53.0,,BTSUI10103200001,HARTWEG Niklas,SUI,0+0+1+0,1.0,,88.0,,0,7.0,15.0,93.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3294.3,357.3,101.5,5.1,190.8,7.0,3004.1,352.7,0.0,1.0,0.0,0.0,1.0,0.0,100.0,80.0,100.0,100.0,90.0,100.0,95.0,Individual,world_cup
54.0,,BTUSA12803199201,BROWN Jake,USA,1+0+2+0,3.0,,87.0,,0,999.0,96.0,45.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3301.4,364.4,150.0,53.6,239.0,55.2,2845.1,193.7,1.0,2.0,0.0,0.0,3.0,0.0,80.0,60.0,100.0,100.0,70.0,100.0,85.0,Individual,world_cup
55.0,,BTBUL10109199301,SINAPOV Anton,BUL,0+2+0+1,3.0,,86.0,,0,999.0,26.0,68.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3306.6,369.6,115.7,19.3,197.7,13.9,2891.8,240.4,0.0,0.0,2.0,1.0,0.0,3.0,100.0,100.0,60.0,80.0,100.0,70.0,85.0,Individual,world_cup
56.0,,BTUSA10606199201,SCHOMMER Paul,USA,1+1+1+0,3.0,,,,0,90.0,90.0,57.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3316.2,379.2,140.8,44.4,229.7,45.9,2871.9,220.5,1.0,1.0,1.0,0.0,2.0,1.0,80.0,80.0,80.0,100.0,80.0,90.0,85.0,Individual,world_cup
57.0,,BTLAT12006199901,BALODIS Rudis,LAT,0+0+1+0,1.0,,84.0,,0,77.0,49.0,95.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3317.0,380.0,130.3,33.9,206.8,23.0,3014.6,363.2,0.0,1.0,0.0,0.0,1.0,0.0,100.0,80.0,100.0,100.0,90.0,100.0,95.0,Individual,world_cup
58.0,,BTBLR11904199701,LABASTAU Mikita,BLR,0+1+1+0,2.0,,83.0,,0,98.0,97.0,73.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3319.4,382.4,158.2,61.8,242.2,58.4,2921.4,270.0,0.0,1.0,1.0,0.0,1.0,1.0,100.0,80.0,80.0,100.0,90.0,90.0,90.0,Individual,world_cup
59.0,,BTSUI11901199801,STALDER Sebastian,SUI,0+0+1+1,2.0,,,,0,58.0,73.0,84.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3322.8,385.8,122.4,26.0,214.9,31.1,2949.2,297.8,0.0,1.0,0.0,1.0,1.0,1.0,100.0,80.0,100.0,80.0,90.0,90.0,90.0,Individual,world_cup
60.0,,BTFIN12501199601,SEPPALA Tero,FIN,1+2+1+1,5.0,,81.0,,0,46.0,59.0,30.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3323.2,386.2,119.5,23.1,209.7,25.9,2779.0,127.6,1.0,1.0,2.0,1.0,2.0,3.0,80.0,80.0,60.0,80.0,80.0,70.0,75.0,Individual,world_cup
61.0,,BTBEL12410199101,LANGER Thierry,BEL,1+0+1+2,4.0,,80.0,,0,999.0,54.0,46.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3329.0,392.0,121.7,25.3,208.4,24.6,2846.8,195.4,1.0,1.0,0.0,2.0,2.0,2.0,80.0,80.0,100.0,60.0,80.0,80.0,80.0,Individual,world_cup
62.0,,BTSVK12308199001,HASILLA Tomas,SVK,0+2+0+1,3.0,,79.0,,0,67.0,66.0,71.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3330.4,393.4,125.3,28.9,212.0,28.2,2903.0,251.6,0.0,0.0,2.0,1.0,0.0,3.0,100.0,100.0,60.0,80.0,100.0,70.0,85.0,Individual,world_cup
63.0,,BTAUT13112199601,LEITNER Felix,AUT,1+2+2+0,5.0,,,,0,92.0,93.0,26.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3336.2,399.2,146.4,50.0,233.8,50.0,2766.9,115.5,1.0,2.0,2.0,0.0,3.0,2.0,80.0,60.0,60.0,100.0,70.0,80.0,75.0,Individual,world_cup
64.0,,BTCAN10611199001,GOW Scott,CAN,0+1+1+1,3.0,,77.0,,0,3.0,7.0,79.0,BT2021SWRLCP01SMIN,BT2021SWRLCP01,Kontiolahti,2020-11-28,2021,Male,3341.0,404.0,98.8,2.4,188.8,5.0,2934.7,283.3,0.0,1.0,1.0,1.0,1.0,2.0,100.0,80.0,80.0,80.0,90.0,80.0,85.0,Individual,world_cup
